Title,Price,Price_in_PKR,Area,Area_in_Sqft,City,Sub_Location,Location,Full_Location,Bedrooms,Bathrooms,Property_Type,Built_Year,Parking_Spaces,Servant_Quarters,Store_Rooms,Kitchens,Drawing_Rooms,Dining_Rooms,Study_Rooms,Prayer_Rooms,Powder_Rooms,Lounge_or_Sitting_Rooms,Laundry_Rooms,Floors,Furnished,URL
"Brand New Lavish Elevation House Owner Built Direct Owner Meeting Available Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33, Karachi ID52649925 - Zameen.com",PKR 3.18 Crore,31800000,120 Sq. Yd.,,Karachi,Capital Cooperative Housing Society,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33, Karachi","Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33, Karachi",4,5,House,1999,1,1,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/scheme_33_sector_35_a_capital_cooperative_housing_society_brand_new_lavish_elevation_house_owner_built_direct_owner_meeting_available-52649925-8908-1.html
"Brand New Lavish Elevation House Direct Owner Meeting Available Hansa Society, Scheme 33, Karachi ID52849946 - Zameen.com",PKR 2.82 Crore,28200000,120 Sq. Yd.,,Karachi,Hansa Society,"Hansa Society, Scheme 33, Karachi","Hansa Society, Scheme 33, Karachi",4,5,House,2025,1,1,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/scheme_33_hansa_society_brand_new_lavish_elevation_house_direct_owner_meeting_available-52849946-9217-1.html
"350 Yards 5 Beds Bungalow For Sale At A Quite And Peaceful Location In Navy Housing Scheme Karsaz Near Askari 4, Karsaz And Shahrah-E-Faisal Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz, Karachi ID52552447 - Zameen.com",PKR 20 Crore,200000000,350 Sq. Yd.,,Karachi,Navy Housing Scheme Karsaz - Phase 3,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz, Karachi","Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz, Karachi",5,5,House,,1,1,1,1,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/navy_housing_scheme_karsaz_navy_housing_scheme_karsaz_-_phase_3_350_yards_5_beds_bungalow_for_sale_at_a_quite_and_peaceful_location_in_navy_housing_scheme_karsaz_near_askari_4_karsaz_and_shahrah-e-faisal-52552447-11582-1.html
"Bungalow For Sale *Code(16380)* Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi ID54182767 - Zameen.com",PKR 8.5 Crore,85000000,240 Sq. Yd.,,Karachi,Gulshan-e-Iqbal - Block 3,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi","Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi",6,6,House,2024,3,1,1,2,1,1,1,1,1,1,1,1,0,https://www.zameen.com/Property/gulshan_e_iqbal_gulshan-e-iqbal_-_block_3_bungalow_for_sale_code_16380-54182767-6863-1.html
"*""Allah Noor Apartment""* *Boundary wall project. ** Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi ID54188453 - Zameen.com",PKR 2 Crore,20000000,140 Sq. Yd.,,Karachi,Gulshan-e-Iqbal - Block 7,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi","Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi",3,2,Flat,,1,1,1,1,1,1,1,1,1,1,1,,0,https://www.zameen.com/Property/gulshan_e_iqbal_gulshan-e-iqbal_-_block_7_allah_noor_apartment_boundary_wall_project-54188453-6868-1.html
"Highly-Desirable 950 Square Feet Flat Available In Bahria Apartments Bahria Apartments, Bahria Town Karachi, Karachi ID52914772 - Zameen.com",PKR 62 Lakh,6200000,106 Sq. Yd.,,Karachi,Bahria,"Bahria, Bahria Town Karachi, Karachi","Bahria, Bahria Town Karachi, Karachi",2,2,Flat,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/bahria_town_karachi_bahria_apartments_highly-desirable_950_square_feet_flat_available_in_bahria_apartments-52914772-9030-1.html
"Golden Chance Brigadier Bungalow For Sale In Askari-6 Askari 6, Malir Cantonment, Cantt, Karachi ID54233893 - Zameen.com",PKR 6.68 Crore,66800000,300 Sq. Yd.,,Karachi,Askari 6,"Askari 6, Malir Cantonment, Cantt, Karachi","Askari 6, Malir Cantonment, Cantt, Karachi",5,7,House,2026,3,1,1,2,1,1,1,1,1,1,1,1,0,https://www.zameen.com/Property/malir_cantonment_askari_6_golden_chance_brigadier_bungalow_for_sale_in_askari-6-54233893-21109-1.html
"House 240 Sq-Yard For Sale 6-BED DD, Ground+1, Leased, Brand New, VIP LOCATION Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33, Karachi ID53567709 - Zameen.com",PKR 5.35 Crore,53500000,240 Sq. Yd.,,Karachi,Capital Cooperative Housing Society,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33, Karachi","Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33, Karachi",6,6,House,,1,1,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/scheme_33_sector_35_a_capital_cooperative_housing_society_house_240_sq-yard_for_sale_6-bed_dd_ground_1_leased_brand_new_vip_location-53567709-8908-1.html
"Ideal Prime Location Flat Is Available For Sale In Karachi Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33, Karachi ID53590082 - Zameen.com",PKR 90 Lakh,9000000,88 Sq. Yd.,,Karachi,Capital Cooperative Housing Society,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33, Karachi","Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33, Karachi",2,2,Flat,2015,10,1,1,2,1,1,1,1,1,1,1,,1,https://www.zameen.com/Property/scheme_33_sector_35_a_capital_cooperative_housing_society_ideal_prime_location_flat_is_available_for_sale_in_karachi-53590082-8908-1.html
"Reasonably-Priced Prime Location 88 Square Yards Flat In Capital Cooperative Housing Society, Karachi Is Available As Of Now Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33, Karachi ID53592507 - Zameen.com",PKR 1.15 Crore,11500000,88 Sq. Yd.,,Karachi,Capital Cooperative Housing Society,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33, Karachi","Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33, Karachi",2,2,Flat,2018,1,1,1,1,1,1,1,1,1,1,1,,1,https://www.zameen.com/Property/scheme_33_sector_35_a_capital_cooperative_housing_society_reasonably-priced_prime_location_88_square_yards_flat_in_capital_cooperative_housing_society_karachi_is_available_as_of_now-53592507-8908-1.html
"240 Yards Luxury House for Sale | Punjabi Sodagran 25-A Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A, Scheme 33, Karachi ID53694333 - Zameen.com",PKR 5.3 Crore,53000000,240 Sq. Yd.,,Karachi,Sector 25-A - Punjabi Saudagar Multi Purpose Society,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A, Scheme 33, Karachi","Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A, Scheme 33, Karachi",6,6,House,2022,1,1,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/scheme_33_sector_25_a_sector_25-a_-_punjabi_saudagar_multi_purpose_society_240_yards_luxury_house_for_sale_punjabi_sodagran_25-a-53694333-9145-1.html
"This Is Your Chance To Buy West Open House In Saima Villas Saima Villas, Karachi Motorway, Karachi ID53835469 - Zameen.com",PKR 1.3 Crore,13000000,120 Sq. Yd.,,Karachi,Saima Villas,"Saima Villas, Karachi Motorway, Karachi","Saima Villas, Karachi Motorway, Karachi",3,3,House,2014,1,1,2,1,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/karachi_motorway_saima_villas_this_is_your_chance_to_buy_west_open_house_in_saima_villas-53835469-10570-1.html
"1100sq ft 2Bed Lounge Flat Available FOR SALE in Bahria Heights in TOWER B (Ready for Possession) Bahria Heights, Bahria Town Karachi, Karachi ID54243820 - Zameen.com",PKR 70 Lakh,7000000,122 Sq. Yd.,,Karachi,Bahria Heights,"Bahria Heights, Bahria Town Karachi, Karachi","Bahria Heights, Bahria Town Karachi, Karachi",2,2,Flat,,1,0,1,1,1,1,1,1,1,1,1,,1,https://www.zameen.com/Property/bahria_town_karachi_bahria_heights_1100sq_ft_2bed_lounge_flat_available_for_sale_in_bahria_heights_in_tower_b_ready_for_possession-54243820-11761-1.html
"House For Sale In Bahria Town - Precinct 15 Bahria Town - Precinct 15, Bahria Town Karachi, Karachi ID54009603 - Zameen.com",PKR 1 Crore,10000000,125 Sq. Yd.,,Karachi,Bahria Town - Precinct 15,"Bahria Town - Precinct 15, Bahria Town Karachi, Karachi","Bahria Town - Precinct 15, Bahria Town Karachi, Karachi",3,3,House,2025,1,1,1,1,1,1,0,0,0,0,0,,0,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_15_house_for_sale_in_bahria_town_-_precinct_15-54009603-10025-1.html
"250sq yd Ready to Move Villa in Precinct-1 0.5km from main entrance. A-One Construction Standard 5Bed Drawing Dining Lounge Bahria Town - Precinct 1, Bahria Town Karachi, Karachi ID54051499 - Zameen.com",PKR 2.85 Crore,28500000,250 Sq. Yd.,,Karachi,Bahria Town - Precinct 1,"Bahria Town - Precinct 1, Bahria Town Karachi, Karachi","Bahria Town - Precinct 1, Bahria Town Karachi, Karachi",5,5,House,2025,1,1,1,2,1,1,0,0,1,1,0,2,0,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_1_250sq_yd_ready_to_move_villa_in_precinct-1_0_5km_from_main_entrance_a-one_construction_standard_5bed_drawing_dining_lounge-54051499-10007-1.html
"152 Sq Yd Iqbal Villa Near Main Gate Entrance, Precinct-2 Surrounded by Park, Mosque, Sports Complex & Shopping Gallery. Ideal for Living or Rental Investment. Call Now! Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi ID54193749 - Zameen.com",PKR 1.56 Crore,15600000,152 Sq. Yd.,,Karachi,Bahria,"Bahria, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi","Bahria, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi",3,3,House,2018,1,1,1,1,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/bahria_town_precinct_2_bahria_homes_-_iqbal_villas_152_sq_yd_iqbal_villa_near_main_gate_entrance_precinct-2_surrounded_by_park_mosque_sports_complex_shopping_gallery_ideal_for_living_or_rental_investment_call_now-54193749-9031-1.html
"500 Sq Yd Luxury Villa For Sale Precinct-4, Bahria Town Karachi. A+ Construction | 5 or 6 Beds | Drawing, Dining, Lounge, Modern Kitchen & Greasy Kitchen. Just 3 Min Drive from Main Gate | Near Park, Mosque, Midway Commercial & Bahria Head Office. Bahria Town - Precinct 4, Bahria Town Karachi, Karachi ID54193797 - Zameen.com",PKR 4.85 Crore,48500000,500 Sq. Yd.,,Karachi,Bahria Town - Precinct 4,"Bahria Town - Precinct 4, Bahria Town Karachi, Karachi","Bahria Town - Precinct 4, Bahria Town Karachi, Karachi",5,5,House,2024,1,1,1,2,1,1,0,0,0,0,0,,0,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_4_500_sq_yd_luxury_villa_for_sale_precinct-4_bahria_town_karachi_a_construction_5_or_6_beds_drawing_dining_lounge_modern_kitchen_greasy_kitchen_just_3_min_drive_from_main_gate_near_park_mosque_midway_commercial_bahria_head_office-54193797-10013-1.html
"House Of 120 Square Yards Is Available For Sale In Liaquatabad Liaquatabad, Karachi ID50500203 - Zameen.com",PKR 3.4 Crore,34000000,120 Sq. Yd.,,Karachi,Liaquatabad,"Liaquatabad, Karachi","Liaquatabad, Karachi",6,6,House,0,1,0,1,3,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/karachi_liaquatabad_house_of_120_square_yards_is_available_for_sale_in_liaquatabad-50500203-681-1.html
"NEWLY CONSTRUCTED HOUSE FOR SALE Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi ID53332443 - Zameen.com",PKR 6.2 Crore,62000000,240 Sq. Yd.,,Karachi,Shadman Town - Sector-14/B,"Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi","Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi",6,6,House,2025,3,1,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/shadman_shadman_town_-_sector-14_b_newly_constructed_house_for_sale-53332443-11291-1.html
"House For Sale 120 Yards Ground Plus 3 Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi ID50252529 - Zameen.com",PKR 4.3 Crore,43000000,120 Sq. Yd.,,Karachi,Shadman Town - Sector-14/B,"Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi","Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi",8,6,House,2023,1,0,4,4,1,1,1,1,1,1,1,3,1,https://www.zameen.com/Property/shadman_shadman_town_-_sector-14_b_house_for_sale_120_yards_ground_plus_3-50252529-11291-1.html
"Highly-Coveted 3200 Square Feet Flat Is Available In Askari 5 - Sector J For Sale Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi ID53908231 - Zameen.com",PKR 1.57 Crore,15700000,356 Sq. Yd.,,Karachi,Askari 5 - Sector J,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi","Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi",3,3,Flat,2025,1,1,1,1,1,1,1,1,1,1,1,,1,https://www.zameen.com/Property/askari_5_askari_5_-_sector_j_highly-coveted_3200_square_feet_flat_is_available_in_askari_5_-_sector_j_for_sale-53908231-17289-1.html
"Iqbal Villas 152sq Yd Close To Entrance Of BTK 3Bed One Unit Villas FOR SALE Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi ID54196588 - Zameen.com",PKR 1.85 Crore,18500000,152 Sq. Yd.,,Karachi,Bahria,"Bahria, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi","Bahria, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi",3,3,House,2004,1,1,1,1,1,1,0,0,0,1,1,,0,https://www.zameen.com/Property/bahria_town_precinct_2_bahria_homes_-_iqbal_villas_iqbal_villas_152sq_yd_close_to_entrance_of_btk_3bed_one_unit_villas_for_sale-54196588-9031-1.html
"L BLOCK 4TH FLOOR , CREEK VISTA WEST OPEN FLAT Creek Vista, DHA Phase 8, DHA Defence, Karachi ID54254883 - Zameen.com",PKR 12.75 Crore,127500000,418 Sq. Yd.,,Karachi,Creek Vista,"Creek Vista, DHA Phase 8, DHA Defence, Karachi","Creek Vista, DHA Phase 8, DHA Defence, Karachi",4,5,Flat,2012,1,1,1,1,1,1,1,1,1,1,1,,0,https://www.zameen.com/Property/dha_phase_8_creek_vista_l_block_4th_floor_creek_vista_west_open_flat-54254883-9058-1.html
"4b-2 Four Bedrooms Apartment Complete Sea Facing Is Available For Sale Emaar Panorama, DHA Phase 8, DHA Defence, Karachi ID53041966 - Zameen.com",PKR 19 Crore,190000000,408 Sq. Yd.,,Karachi,Emaar Panorama,"Emaar Panorama, DHA Phase 8, DHA Defence, Karachi","Emaar Panorama, DHA Phase 8, DHA Defence, Karachi",4,5,Flat,2026,1,1,1,1,1,1,1,1,1,1,1,,1,https://www.zameen.com/Property/dha_phase_8_emaar_panorama_4b-2_four_bedrooms_apartment_complete_sea_facing_is_available_for_sale-53041966-17182-1.html
"1 Bedroom Sea Facing Higher Floor Flat Is Available Emaar Panorama, DHA Phase 8, DHA Defence, Karachi ID53042218 - Zameen.com",PKR 5.5 Crore,55000000,133 Sq. Yd.,,Karachi,Emaar Panorama,"Emaar Panorama, DHA Phase 8, DHA Defence, Karachi","Emaar Panorama, DHA Phase 8, DHA Defence, Karachi",1,2,Flat,2025,1,1,1,1,1,1,1,1,1,1,1,,1,https://www.zameen.com/Property/dha_phase_8_emaar_panorama_1_bedroom_sea_facing_higher_floor_flat_is_available-53042218-17182-1.html
"120 Sq/Yd Luxury Bungalow For Sale In Naya Nazimabad Block C. Naya Nazimabad, Karachi ID54181779 - Zameen.com",PKR 4.5 Crore,45000000,120 Sq. Yd.,,Karachi,Naya Nazimabad,"Naya Nazimabad, Karachi","Naya Nazimabad, Karachi",3,3,House,2026,2,1,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/karachi_naya_nazimabad_120_sq_yd_luxury_bungalow_for_sale_in_naya_nazimabad_block_c-54181779-10079-1.html
"4 Bed Apartment Askari 6 Askari 6, Malir Cantonment, Cantt, Karachi ID54175065 - Zameen.com",PKR 3.95 Crore,39500000,367 Sq. Yd.,,Karachi,Askari 6,"Askari 6, Malir Cantonment, Cantt, Karachi","Askari 6, Malir Cantonment, Cantt, Karachi",4,5,Flat,2025,1,1,1,1,1,1,1,1,1,1,1,,1,https://www.zameen.com/Property/malir_cantonment_askari_6_4_bed_apartment_askari_6-54175065-21109-1.html
"3 Bed Room Luxury Apartment Falaknaz Harmony, Karachi ID54144846 - Zameen.com",PKR 2.05 Crore,20500000,189 Sq. Yd.,,Karachi,Falaknaz Harmony,"Falaknaz Harmony, Karachi","Falaknaz Harmony, Karachi",4,4,Flat,2026,2,1,1,2,1,1,1,1,1,1,1,,0,https://www.zameen.com/Property/karachi_falaknaz_harmony_3_bed_room_luxury_apartment-54144846-21461-1.html
"650 Sq Fts Dascon Towers 1-Bed Apartment Near To Grand Mosque For Sale In Bahria Town Karachi Dascon Tower, Bahria Hills, Bahria Town Karachi, Karachi ID53970047 - Zameen.com",PKR 27 Lakh,2700000,72 Sq. Yd.,,Karachi,Dascon Tower,"Dascon Tower, Bahria Hills, Bahria Town Karachi, Karachi","Dascon Tower, Bahria Hills, Bahria Town Karachi, Karachi",1,1,Flat,,1,0,0,1,1,1,0,0,0,0,0,,0,https://www.zameen.com/Property/bahria_hills_dascon_tower_650_sq_fts_dascon_towers_1-bed_apartment_near_to_grand_mosque_for_sale_in_bahria_town_karachi-53970047-22084-1.html
"Luxury 272 SQ. YD Fully Furnished | Installed Solar System with Green Meter | Villa for Sale in Precinct 6, Bahria Town Karachi Bahria Town - Precinct 6, Bahria Town Karachi, Karachi ID54203148 - Zameen.com",PKR 3.49 Crore,34900000,272 Sq. Yd.,,Karachi,Bahria Town - Precinct 6,"Bahria Town - Precinct 6, Bahria Town Karachi, Karachi","Bahria Town - Precinct 6, Bahria Town Karachi, Karachi",5,6,House,2026,1,1,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_6_luxury_272_sq_yd_fully_furnished_installed_solar_system_with_green_meter_villa_for_sale_in_precinct_6_bahria_town_karachi-54203148-10014-1.html
"Once-In-A-Lifetime Chance Extra Land Brigadier Bungalow For Sale In Askari-6 Askari 6, Malir Cantonment, Cantt, Karachi ID54233898 - Zameen.com",PKR 6.68 Crore,66800000,300 Sq. Yd.,,Karachi,Askari 6,"Askari 6, Malir Cantonment, Cantt, Karachi","Askari 6, Malir Cantonment, Cantt, Karachi",5,7,House,2025,3,1,1,2,1,1,1,1,1,1,1,1,1,https://www.zameen.com/Property/malir_cantonment_askari_6_once-in-a-lifetime_chance_extra_land_brigadier_bungalow_for_sale_in_askari-6-54233898-21109-1.html
"200 Sq Yd Quaid Villa For Sale Precinct-2, Bahria Town Karachi | Just 1 Min Drive from Main Gate | Near Park, Mosque, Sports Complex & Shopping Gallery | Ideal for Living or Rental Investment Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi ID54191351 - Zameen.com",PKR 2.18 Crore,21800000,200 Sq. Yd.,,Karachi,Bahria Town - Quaid Villas,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi","Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi",3,3,House,,1,1,1,2,1,1,0,0,0,0,0,,0,https://www.zameen.com/Property/bahria_town_precinct_2_bahria_town_-_quaid_villas_200_sq_yd_quaid_villa_for_sale_precinct-2_bahria_town_karachi_just_1_min_drive_from_main_gate_near_park_mosque_sports_complex_shopping_gallery_ideal_for_living_or_rental_investment-54191351-10011-1.html
"Brand New, West Open, 500 Sq Yards Independent Bungalow Is Available For Sale Falcon Complex New Malir, Malir, Karachi ID48279984 - Zameen.com",PKR 11.1 Crore,111000000,500 Sq. Yd.,,Karachi,Falcon Complex New Malir,"Falcon Complex New Malir, Malir, Karachi","Falcon Complex New Malir, Malir, Karachi",5,5,House,2023,2,1,1,1,1,1,1,0,0,1,1,2,0,https://www.zameen.com/Property/malir_falcon_complex_new_malir_brand_new_west_open_500_sq_yards_independent_bungalow_is_available_for_sale-48279984-9582-1.html
"200 Sq Yd BUNGALOW FOR SALE IN PIA CORP. HOUSING SOCIETY PIA Housing Society, Faisal Cantonment, Cantt, Karachi ID53123734 - Zameen.com",PKR 5.1 Crore,51000000,200 Sq. Yd.,,Karachi,PIA Housing Society,"PIA Housing Society, Faisal Cantonment, Cantt, Karachi","PIA Housing Society, Faisal Cantonment, Cantt, Karachi",9,7,House,2025,2,0,3,1,1,1,1,1,0,1,1,,0,https://www.zameen.com/Property/faisal_cantonment_pia_housing_society_200_sq_yd_bungalow_for_sale_in_pia_corp_housing_society-53123734-6647-1.html
"West Open Falcon Complex New Malir House Sized 500 Square Yards Falcon Complex New Malir, Malir, Karachi ID48987993 - Zameen.com",PKR 11.45 Crore,114500000,500 Sq. Yd.,,Karachi,Falcon Complex New Malir,"Falcon Complex New Malir, Malir, Karachi","Falcon Complex New Malir, Malir, Karachi",6,6,House,2018,2,1,1,2,1,1,1,1,1,1,1,1,1,https://www.zameen.com/Property/malir_falcon_complex_new_malir_west_open_falcon_complex_new_malir_house_sized_500_square_yards-48987993-9582-1.html
"Secure & Elegant 4-Bedroom Flat Sector-J Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi ID52977637 - Zameen.com",PKR 4.8 Crore,48000000,364 Sq. Yd.,,Karachi,Askari 5 - Sector J,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi","Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi",4,5,Flat,2025,1,1,1,1,1,1,1,1,1,1,1,,1,https://www.zameen.com/Property/askari_5_askari_5_-_sector_j_secure_elegant_4-bedroom_flat_sector-j-52977637-17289-1.html
"Beautifully Designed 350 Sq Yds House In AFOHS Falcon Complex, New Malir. Falcon Complex New Malir, Malir, Karachi ID53510929 - Zameen.com",PKR 8.23 Crore,82300000,350 Sq. Yd.,,Karachi,Falcon Complex New Malir,"Falcon Complex New Malir, Malir, Karachi","Falcon Complex New Malir, Malir, Karachi",4,5,House,2024,2,1,1,1,1,1,1,1,1,1,1,1,1,https://www.zameen.com/Property/malir_falcon_complex_new_malir_beautifully_designed_350_sq_yds_house_in_afohs_falcon_complex_new_malir-53510929-9582-1.html
"Ideal House Is Available For Sale In Karachi Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi ID52587594 - Zameen.com",PKR 4.65 Crore,46500000,240 Sq. Yd.,,Karachi,Shadman Town - Sector-14/B,"Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi","Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi",8,6,House,1992,3,0,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/shadman_shadman_town_-_sector-14_b_ideal_house_is_available_for_sale_in_karachi-52587594-11291-1.html
"House For Sale G+2+Pent House Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi ID53332361 - Zameen.com",PKR 5.6 Crore,56000000,200 Sq. Yd.,,Karachi,Shadman Town - Sector-14/B,"Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi","Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi",10,6,House,0,5,0,2,4,1,1,1,1,1,1,1,3,1,https://www.zameen.com/Property/shadman_shadman_town_-_sector-14_b_house_for_sale_g_2_pent_house-53332361-11291-1.html
"House For Sale , Good Location Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi ID53584746 - Zameen.com",PKR 3.5 Crore,35000000,120 Sq. Yd.,,Karachi,Shadman Town - Sector-14/B,"Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi","Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi",4,5,House,0,3,0,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/shadman_shadman_town_-_sector-14_b_house_for_sale_good_location-53584746-11291-1.html
"House For Sale Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi ID54139740 - Zameen.com",PKR 4.3 Crore,43000000,240 Sq. Yd.,,Karachi,Shadman Town - Sector-14/B,"Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi","Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi",6,6,House,,3,0,0,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/shadman_shadman_town_-_sector-14_b_house_for_sale-54139740-11291-1.html
"500 SQUARE YARD ON 70% DOWN PAYMENT CHANCE DEAL Falcon Complex New Malir, Malir, Karachi ID52394508 - Zameen.com",PKR 10 Crore,100000000,500 Sq. Yd.,,Karachi,Falcon Complex New Malir,"Falcon Complex New Malir, Malir, Karachi","Falcon Complex New Malir, Malir, Karachi",5,5,House,2025,2,1,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/malir_falcon_complex_new_malir_500_square_yard_on_70_down_payment_chance_deal-52394508-9582-1.html
"WEST OPEN 500 SQ YD ON 30% DOWN PAYMENT: OWNERS GROUP Falcon Complex New Malir, Malir, Karachi ID52394658 - Zameen.com",PKR 10.65 Crore,106500000,500 Sq. Yd.,,Karachi,Falcon Complex New Malir,"Falcon Complex New Malir, Malir, Karachi","Falcon Complex New Malir, Malir, Karachi",5,5,House,2025,2,1,1,1,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/malir_falcon_complex_new_malir_west_open_500_sq_yd_on_30_down_payment_owners_group-52394658-9582-1.html
"4 BEDROOM WEST OPEN APARTMENT ON 8TH FLOOR ASKARI 6 FOR SALE Askari 6, Malir Cantonment, Cantt, Karachi ID52821243 - Zameen.com",PKR 4.1 Crore,41000000,367 Sq. Yd.,,Karachi,Askari 6,"Askari 6, Malir Cantonment, Cantt, Karachi","Askari 6, Malir Cantonment, Cantt, Karachi",4,5,Flat,2025,1,1,1,1,1,1,1,1,1,1,1,,1,https://www.zameen.com/Property/malir_cantonment_askari_6_4_bedroom_west_open_apartment_on_8th_floor_askari_6_for_sale-52821243-21109-1.html
"CONFIRM 4 BEDROOM HOUSE WEST OPEN 11TH FLOOR IN ASKARI 6 FOR SALE Askari 6, Malir Cantonment, Cantt, Karachi ID52821262 - Zameen.com",PKR 3.85 Crore,38500000,322 Sq. Yd.,,Karachi,Askari 6,"Askari 6, Malir Cantonment, Cantt, Karachi","Askari 6, Malir Cantonment, Cantt, Karachi",4,5,House,2025,1,1,1,1,1,1,1,1,1,1,1,1,0,https://www.zameen.com/Property/malir_cantonment_askari_6_confirm_4_bedroom_house_west_open_11th_floor_in_askari_6_for_sale-52821262-21109-1.html
